93034,8910,5.0,-1,,5.0
93034,8910,2.0,-1,82.0,2.0
93034,8910,1.0,-1,-2.0,1.0
93034,8910,5.0,-1,-2.0,5.0
93034,8910,5.0,-1,,5.0
93034,8910,2.0,-1,,2.0
93034,8910,4.0,-1,,4.0
93034,8910,5.0,-1,,5.0
93034,8910,1.0,-1,,1.0
93034,8910,5.0,-1,,5.0
93034,8910,5.0,-1,,5.0
93034,8910,5.0,-1,-3.0,5.0
93034,8979,4.0,1,5.0,4.0
93034,8980,1.0,1,-3.0,1.0
